smh_1,Tera baap bambani h .. bambani .. ambani nhi #IndvsSA,CAG
smh_2,Aaj wicket jane per khushi kaam ho hai.... #INDvsUAE,NAG
smh_3,चौका मारकर इतना उड़ रहे हो 😳 सालों छक्का मारा तब तो नंगा नाच करने लग जाओगे BC तुम मैदान में 😂 #IndVsPak,OAG
smh_4,"RT @ErVishalInsan: #BlockBusterMSG #MustWatchMSG देखो MSG The Messenger है कमाल
 हर एक की जिंदगी कर देगी खुशियो से माला मालामाल",NAG
smh_5,शिट #IndvsPak,CAG
smh_6,छठी बार छठी का दूध पाक को याद दिला देना Team India #IndWins #IndvsPak,OAG
smh_7,"#INDvsPAK
Fatni shuru pak ki...jai hind",OAG
smh_8,"@aajtak अरे निर्दयी विजेताओं,जीत हार तो ठीक है,लेकिन क्या किसी ने पड़ोसिओं (पाकिस्तान) से पुछा,कि उन्होंने खाना खाया भी है या नहीं?#IndvsPak",CAG
smh_9,इस नई सरकार को भुखमरो से निबटना है। केजरी की चड्डी बी उतार लेंगे ये। #KiskiDilli #AAPSweep #AAP,CAG
smh_10,#IndvsPak Shahzaad OUT!!!!!!!!!!!!! Thoko TAAALIIII... #Indianeedwickets,CAG
smh_11,"साले जल्दी आउट हो गए ni तो आज @iPoonampandey धीरे-2 सारे कपड़े उतार देती.
#PoonamPandeyKoBulao #IndvsSA",CAG
smh_12,रमीज राजा बकलंड जल्दी जल्दी में Man of the match की जगह man of the player बोल गया । चुतिया साला ।। #IndvsPak,OAG
smh_13,"Amit shah ji aap jumla kartey baitho 
@AamAadmiParty development laegi India me
#5SaalKejriwal
#AAPSweep",CAG
smh_14,"Really ??? ""@newsflickshindi: #BlockBusterMSG इसलिए भी है क्योंकि उसने कई रिकॉर्ड बनाए हैं... http://t.co/K85E4tXQIj http://t.co/qOCdlEWaVY""",NAG
smh_15,Tumse abhi bhi na ho payega #indvspak,NAG
smh_16,"#AAPSweep किरण बेदी के सुर बदल गए...मैं हारी हुईं हूँ, मुझे बोलने दीजिये. आज तो 40 साल का अनुभव भी फुस्स हो गया!!",OAG
smh_17,bc koi @iPoonampandey ko roko. apne wale launde garm ho gaye #IndvsSA,OAG
smh_18,#RailBudget2015 simply I can say आम जनता का बजट।,NAG
smh_19,अफ्रीकी जहां धवन के पीछे पडे थे रहाने ने धीरेस् उनकीमार ली।  #IndvsSA,OAG
smh_20,"#BeefBan se mujhe chinta hai ki aawara bachhdo ki samasya badh jayegi,kaun palega inko,dharm ke liye kheti chaupat karao.",CAG
smh_21,"ना पेट है रोटी,
ना तन पे है कपडा,
ना ज़मीन पे है मकान,
इंडिया को हराने के सपने देख रहा पाकिस्तान।

#INDvsPAK #जयहिंद #जयहिन्द",OAG
smh_22,"RT @RoflGandhi_: रोहित ""भैया कुल्फी ढंग से जमी हुई नहीं है""
कुल्फी वाला ""चुपचाप ले ले, तेरे से तो ज्यादा ही जमी हुई है"" #IndvsSA",OAG
smh_23,#IndvsSA  Chokers Will Remains Choker Forever _/\_,OAG
smh_24,SA ki bating ka sigrapatan kisi hakin ko dikho #IndvsSa,CAG
smh_25,"RT @JatinKiDuniya: Lo Aa Gaye Ache Din...
Sab Kuch Hoga Mehnga...
#SuperBudget #SabkaBudget #UnionBudget2015",CAG
smh_26,"अब ये कौन बोल रहा है कि दिल्ली में फ्री अनलिमिटेड Wi Fi चलाने के लिए ₹49 का रिचार्ज करना होगा।☺☺
7 RCR
Temple
#AAPSweep",CAG
smh_27,#RailBudget2015 वर्तमान रेल मंत्री इतने हीं हुनर मंद हैं लोगो को स्वप्न देखा गए और लोग विरोध पर उतर आए |,CAG
smh_28,@Drsarvapriya ये ही लोकतंत्र ली ताकत है #AAPSweep,NAG
smh_29,"देखा जो कहा वो किया....विपक्ष खत्म ;-)

#AAPSweep 

https://t.co/VreZbkvnWn",NAG
smh_30,"RT @ETHindi: हमें 1 लाख किलोमीटर सड़कें और बनानी होंगीः अरुण जेटली, वित्त मंत्री #SuperBudget #UnionBudget2015",NAG
smh_31,"@puneetpossible @jeetensingh और भी हैं पेंच अभी कहानी में
फ्री बिजली फ्री पानी
बाबा जी का ठुल्लू #AAPSweep http://t.co/oRlkq7GpxT",OAG
smh_32,Bahut hui mehengaayi se maar... Ab ki baar Service Tax Sarkar...!!! #UnionBudget2015,CAG
smh_33,Har jeet cheen le har se indiawale #aktivfanofthematch #IndvsSA,CAG
smh_34,"@jayukacha aiso ko laate hi kyu hai... Hey bhagwaaaaan
#IndvsPak  #CWC15",CAG
smh_35,Yaar main #Beef kyun nahi kha sakta???! #BeefBan ! Wtf!,CAG
smh_36,"Na Ramzaada.
Na  .....zaada
Delhi wale to AAPzaada nikle..#AAPSweep",OAG
smh_37,"#MSGinCinemas @Gurmeetramrahim ♥ MSG ♥  हमको सतगुरु प्यार दिया है इतना कैसे बताये कितना कैसे बताये कितना.......
HpyTrue Love Day To ♥ MSG ♥",NAG
smh_38,#cwc15 #IndvsPak  भारतीय क्रिकेट टीम को और पुरे देश को। बहोत बहोत बधाई भाई लोग अपना #freewifi तो खत्म हुआ सो हम चले घर।,NAG
smh_39,BJP की बैंड तो पहले ही बजा चुकी AAP ने #AAPSweep http://t.co/ZMrgm9kRqy,OAG
smh_40,Zor ka zatka Delhi se lage... #BJP #AAP #AAPsweeps #AAPwinsDelhi #AAPSweep #DelhiDecides,CAG
smh_41,"@MotorolaIndia #IndiaKaMoto #MotoX #IndVsPak
वर्ल्ड कप हमारा था और इस बार भी हम ही इसके सरताज होंगे ।।",NAG
smh_42,"भरोसा कई बार डरावना हो सकता है, जब बहुत अंधा होने लगे- नेता का जनता पर, जनता का नेता पर.

#DelhiDecides",NAG
smh_43,"@Gurmeetramrahim #BlockBusterMSG
#MustWatchMSG 
💝  market wali cd nahi khride ge hum papa G...",NAG
smh_44,"'रेल बजट में क्या है समझ ही नहीं आया, मैं रेल मंत्री से मिलूंगी।'
- सुप्रिया सुले, राकांपा सांसद
Akal honi chahiye.
#RailBudget2015",OAG
smh_45,"#IndvsSA South african supporters ..tumhari maa ka
chauka .....mauka mauka",OAG
smh_46,"Koi maderchaud. Pardon my language, Koi maderchaud lokpal bill faad ke mera naseeb decide nahi karega.

#AAPSweep #ATuesday #DelhiDecides",OAG
smh_47,"AB De Villiers - Kya Ukhaad Loge? 
MS Dhoni - Wicket :p
#IndvsSA #CWC15",OAG
smh_48,मोदी जी अपना मनहूस 10 लाखिआ सूट नीलाम करने जा रहे हैं? #AAPSweep http://t.co/e6AMTthOnW,OAG
smh_49,"AAmir Sohail se kiya hua 1996 waala galti ka nateeja- aaj tak paki hamaare samaan muh mein liye ghoom rahe hai
#IndvsPak",OAG
smh_50,https://t.co/xFUkkquycG बैंचों पाकिस्तानी पटाके तो फोड़ नही पाये । अपना सर और TV ही फोड रहे है । #जयहिन्द #IndvsPak #IndWins #BleedBlue,OAG
smh_51,"@BJP4India विधायक दल की बैठक कब और कहाँ है? कोई बताएगा प्लीज़.!
#AAPSweep",CAG
smh_52,"Saale #Kohli, century maar aur dafa ho ja bhainchod!
#IndvsPak #IndWins",OAG
smh_53,@AarohiShergil @MayankThakur_ 78 run pe allout hoyega india #IndvsSA #CWC15,CAG
smh_54,"RT @oneindiaHindi: Live बार्बादी की कगार पर दिल्ली भाजपा, आप की 63 सीटें
http://t.co/OmShZZMWFW
#KiskiDilli #DelhiDecides @AamAadmiParty ht…",OAG
smh_55,#IndvsPak #BleedBlue #IndWins tumse NaA ho jayega #Pakistan http://t.co/SCagyORpPs,OAG
smh_56,"Jab tak kuch free ka na mile, Indians ko tasalli nahi hoti.

#RailBudget2015",NAG
smh_57,"भारतीय मीडिया का 80% तक और मुम्बई फिल्म जगत का 90% तक इस्लामीकरण हो चुका है #BeefBan
#AUSvAFG
#NirbhayaInsulted
#IndiasDaughter",OAG
smh_58,"कांग्रेस शासन में बोलते थे ""महंगाई"" जिसको, 
""मुफ्तखोरी से निजात कहते हैं ""भक्त"" अब उसको ...
#UnionBudget2015 #ModiKaBudget #SabkaBudget",OAG
smh_59,"Modi aaya Mahamari laya

-Mehngai
-Petrol price or ab
- #SwineFlu


#BeefBan",CAG
smh_60,"सत्यमेव जयते

#DelhiDecides 
#AAPSweep",NAG
smh_61,"पेलम पेल मची है भाई....कोई नहीं... 👏👏
#IndvsSA",CAG
smh_62,"#DelhiVotes पोलिंग बूथ पर लगी मतदाताओं की कतार. देखें चुनाव का लाइव कवरेज #newsmoble , #DelhiDecides",NAG
smh_63,"अरुन लाल संभोग के बाद बीवी से

अरुन: कैसा रहा मेरा परफार्मेंस? 

बीवी: कड़क शुरुआत लेकिन बाद में काफी संघर्ष और एक शर्मनाक हार! #IndvsSA",CAG
smh_64,"RT @ayushmishra99: आलू यादव-""पूरी तरह से कम्युनल बजट है भाजपा कम्युनल है"" #RailBudget2015",CAG
smh_65,"@SrBachchan हथेली पर रखकर नसीब,
हर शख्स अपना मुकद्दर ढूँढ़ता है..
सीखो उस समन्दर से,
जो टकराने के लिए पत्थर ढूँढ़ता है..😀
#shamitabh 😘6/2/15",NAG
smh_66,"RT @mkkhedawat: Pakistani log jinko bhi support karte hain,  unki halat bhi #Pakistan jaisi hi ho jati hain.
 
#IndvsSA #CWC15",CAG
smh_67,इमरान ताहिर और अमला के प्रदर्शन से सेकुलर परिवार में शोक की लहर 😂 #IndvsSA,CAG
smh_68,South Africa ka to balatkar ho gai #IndvsSA  😂😂😂,OAG
smh_69,"RT @NBT_Sports: #IndvsSA भारत का यादगार प्रदर्शन, वर्ल्ड कप में साउथ अफ्रीका को पहली बार हराया, 130 रनों से रौदा। http://t.co/76Ja6xQhjD",CAG
smh_70,Kohli kya shelling kar raha hai : Pak Army #IndvsPak #ICCWorldCup2015,CAG
smh_71,"Jitney run humare Sachin ke hai, utne sq.ft ka poora pakistaan hai!
#IndvsPak #TrollAlert #IndWins",OAG
smh_72,Pakistan walon....yeh patake kabhi nahi photenge https://t.co/uafA2O1FKi hahahah #IndvsPak #IndWins #CWC15,CAG
smh_73,"@SirJadeja accrdng to sources.. UAE held meeting with conclusion as हरे रंग की चड्डी भी मत पहनना, India वाले बहुत गांड मरते हैं। #IndvsSA",OAG
smh_74,"@Gurmeetramrahim #MSGinCinemas 
मैं आँधियों से क्यों डरूँ जबमेरे अंदर तूफ़ान है
मैं मंदिरमस्जिद क्योंजाऊं जबमेरे अंदर हजूर पिताजी बिराजमानहे",NAG
smh_75,"#RahulOnLeave जाने भी दो अब बेचारे को
पिंड छुड़ा के।",CAG
smh_76,"Jin toofano mei tumhara ghar urr jata hai
Un toofano mei hum Pakistani apne kache sukhate hein.

Enjoy! #IndvsPak #CricketWorldCup",OAG
smh_77,#BlockBusterMSG ..sir chadh ke bol raha he MSG ka jadu. http://t.co/nMn0fSW4NX,NAG
smh_78,#RailBudget2015 जब कभी भी अपर बर्थ पे स्कर्ट में कोई लङकी सोये तो साइड अपर बर्थ मिलने कि सुविधा होनी चाहिये।,OAG
smh_79,"Itna height ho ke bhi maar kha raha hai yeh :P 
#IndvsPak",CAG
smh_80,"Nasir: Virat bhai kal plz rehem karna
Virat Kohli:
#IndWins #IndvsPak http://t.co/izKq85s4nj",OAG
smh_81,Chuthiya batting kar raha hai BC Rohit sharma. #INDvsUAE,OAG
smh_82,"RT @monsun14: बहुमत की भाजपा सरकार ने कांग्रेस को नेता विपक्ष का पद नही दिया

और आज भाजपा दिल्ली में उस पद के लिए हुई मजबूर

#AAPSweep",CAG
smh_83,नमो का सवच भारत अभियान दिली में सफल न रहा कीचड़ न खिला कमल । #KiskiDilli #DelhiDecides #AAPKiDilli  #AAPSweep,OAG
smh_84,@D_DeGea ke baad agar kisi mein bahot saari cheez bachane ki kshamta hain toh woh hain #SA ke fielders #CWC15 #IndvsSA,NAG
smh_85,"बॉलीवुड का हिन्दू विरोधी रंग साफ़ साफ़ दिख रहा है, ऐसे देशद्रोही हिन्दुविरोधी का पूर्ण बहिष्कार करना चाहिए। #BeefBan #BollywoodAshames",OAG
smh_86,"इस रहाणे चुतिये को आउट करो कोई।

#IndvsSa",OAG
smh_87,अब ये कौन बोल रहा है टीम इंडिया गुरु राम रहीम गुरमीत सिंह जी के कारन जीत रही है #IndvsSA #MSGRevolution,CAG
smh_88,"#Congress theek usi tarah se delhi se saaf kar di gai hai jaise Doodh me giri hui makkhi ko nikal k fekte hai.
#DelhiDecides",OAG
smh_89,Hey bhagwaan...ab ek mandir????!!! Isse kehte hain bhakton ka #modiyapa ! @pankajmishra23 #AAPSweep #AAP,OAG
smh_90,RT @manojsirsa: 80 सी के अलावा 50 हजार 80 सीसीडी में लगाने पर छूट  #ModiGovt #UnionBudget2015,NAG
smh_91,RT @Ankit__Parashar: मतलब हर बात पर रो कर किसी तरह काम रोकने या धीरे करने की कोशिश करना आजकल #congress का काम रह गया है।   #RailBudget2015,OAG
smh_92,"machhli khayega bc.. RT ""@EngineeRoholic : Rohit Aaj Maggi ki jagah mutton khayega. #INDvsUAE #CWC15""",OAG
smh_93,ABD aayi gawaa. Ab hamaar ka hoga babua? #IndvsSA @TheFakeGeek,NAG
smh_94,"रहाणे फोर्म मे लग रहे है।

#IndvsSA",NAG
smh_95,"RT @Main_Bhagwan: Thoda patience rakho. Thoda mujh par bharosa rakho. 50 overs ka game hai. Bahut time hai. 
#IndvsSA #CWC15 #BleedBlue",NAG
smh_96,"ये गेम ही है Taste का - रनबीर कपूर.
लेकिन चल रहा है Test Match जैसा #IndvsPak",NAG
smh_97,"RT @shivillex: Aaj toh BJP ka Rahul Gandhi kat gaya.
#AAPSweep
#DelhiDecides
#KiskiDilli",CAG
smh_98,"RT @abhishekprsnl: 120 दिन पहले कौन प्लान करता है बे ट्रेन जर्नी??
ये सिर्फ दलालो को सुविधा प्रदान करता है 😬😤
#RailBudget2015",CAG
smh_99,Bhakton ko kya jabardast mirchi lagi hai aaj #KiskiDilli #Kejriwal #AAPSweep #DelhiDecides,OAG
smh_100,@Gurmeetramrahim          #BlockBusterMSG kya baaat. ..congratulation papa jii,NAG
smh_101,RT @iAsifKhan: Abey saalon.....ab Highlight per bhi satta lagaoge? #IndvsSA #JaiHind,OAG
smh_102,"किसका खून नहीं खौलेगा, पढ़ करके
अखबारो में
देशद्रोहि अब राज करेंगे,दिल्ली के
दरबारों मे #AAPSweep
#3DaysToMSG",OAG
smh_103,टीवी पे भगवान _/\_ #Sachin #IndvsSA,NAG
smh_104,@Gurmeetramrahim #MSGinCinemas hum tere bin Ab rah nahi skate here bina kya vajud mera.Ab tumhi ho meri jindgi tumhi http://t.co/s5QnYGyo2u,NAG
smh_105,मार मार के भोसड़े सुजा दे कोहली। #IndWins #IndVsPak #PakVsInd,OAG
smh_106,"Na ""RaamJade"" na ""Har****jade"" public sirf hai ""Amjade"" .. janhit me jaari to Sadvi Nirnjana and Sakshi Maharaj #AAPSweep",OAG
smh_107,"साला अब देखो मैच खत्म होते ही गिलानी समी के खिलाफ फ़तवा निकाल देगा
काफ़िर है साल काफिर मुल्लो के विकेट लेता है

#देशीट्वीट 
#IndvsSA",OAG
smh_108,"24 घंटे बीत चुके है पर कोई विकास नहीं हुआ है दिल्ली में : भक्त वो भी अंधे वाले।
#AAPSweep”",OAG
smh_109,@Gurmeetramrahim #MSGincinemas hurrrrraaaa...y  dhan dhan satguru tera hi asra. ..,NAG
smh_110,"BJP MLAs चाहें तो एक ही bike पर बैठ के वि.स. जा सकते हैं but AAP Govt. में ""tripelling is not allowed"" thats why TATA Nano! #AAPSweep #AK67",CAG
smh_111,"मोदी जी #केजरीवाल के oath ceremony में तभी आएंगे अगर उन्हें फेंकने के लिए माइक दिया जाए।
@NavenduSingh_ #AAPSweep #AAPStorm",CAG
smh_112,Ye kya ho raha hai? Kyu ho raha hai? Gaali dene pe majboor kar rahe hai ye log... #CWC15 #IndvsPak,CAG
smh_113,"@BDUTT  बरखा दत्त बिलावल के सीने पर
अपनी चुडिया तोडने वाली है भारत की जीत के
बाद  #IndvsSA",OAG
smh_114,Kal hain mauka 6 mein 6 karne ka. Aur Pakistan ko phir se Rulaane ka. #IndvsPak #bleedblue #wontgiveitback,OAG
